,Event,Site,Date,Round,White,Black,Result,CurrentPosition,Timezone,ECO,ECOURL,UTDate,UTCTime,WhiteELO,BlackELO,Timecontrol,Termination,StartTime,EndDate,EndTime,Link,whitemoves,blackmoves
0,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,e4,e5
1,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Nf3,c6
2,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,d4,d5
3,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Nxe5,f6
4,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Nf3,dxe4
5,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Nfd2,Qxd4
6,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Nc3,e3
7,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,fxe3,Qxe3+
8,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Be2,Bb4
9,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Nc4,Bxc3+
10,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,bxc3,Qxc3+
11,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Bd2,Qd4
12,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,c3,Qd5
13,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Ne3,Qf7
14,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,O-O,Be6
15,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Nf5,Bxf5
16,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Rxf5,Ne7
17,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Rf3,b5
18,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,c4,Nd7
19,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,cxb5,Qd5
20,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,bxc6,Ne5
21,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Rg3,Nf5
22,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Rb3,O-O
23,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Rab1,Nh4
24,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Rg3,Nf5
25,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Rc3,Rfc8
26,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Rb5,Qe6
27,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Bf4,Rd8
28,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Qc2,Nd4
29,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Qe4,Nxb5
30,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Bc4,Nf3+
31,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Qxf3,Nc7
32,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Bxe6+,Nxe6
33,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Bg3,Nd4
34,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Qe4,Rac8
35,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Rd3,Rxc6
36,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Rxd4,Rcc8
37,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Rxd8+,Rxd8
38,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Qe6+,Kh8
39,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Kf2,a6
40,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Kf3,h6
41,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Qe7,Rd3+
42,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Ke4,Rd2
43,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Ke3,Rxa2
44,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Qe8+,Kh7
45,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,h4,f5
46,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,h5,Rc2
47,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Qg6+,Kh8
48,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Qxf5,Rxg2
49,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Qc8+,Kh7
50,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Be5,Rg5
51,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Qc2+,Kg8
52,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Kf4,Rxh5
53,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Qc8+,Kh7
54,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Qg4,Rg5
55,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Qh4,a5
56,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Qe1,Rg6
57,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Qxa5,h5
58,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Bd4,Rg4+
59,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Ke3,Rh4
60,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Qg5,Rh3+
61,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Kf4,Rh4+
62,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Qxh4,Kg8
63,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Qg5,Kf7
64,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Qxg7+,Ke6
65,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Qe5+,Kd7
66,Live Chess,Chess.com,2020.10.13,-,GodTierAsian,Pablo-BOT,1-0,8/8/2K5/kQ6/3B3p/8/8/8 b - -,UTC,C40,https://www.chess.com/openings/Kings-Pawn-Opening-Kings-Knight-Gunderam-Gambit,2020.10.13,02:23:13,2205,1542,120+1,GodTierAsian won by checkmate,02:23:13,2020.10.13,02:26:59,https://www.chess.com/live/game/5575795372,Qf6,Kc8
